gene_id	chr	gene_name	start	end	strand	description
YHR159W	8	TDA11	417549	419063	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; potential Cdc28p substrate; null mutant is sensitive to expression of the top1-T722A allele
YHR160C	8	PEX18	420072	419221	C	Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; PEX18 has a paralog, PEX21, that arose from the whole genome duplication
YHR161C	8	YAP1801	422286	420373	C	Protein of the AP180 family, involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1801 has a paralog, YAP1802, that arose from the whole genome duplication
YHR162W	8	MPC2	423072	423461	W	Highly conserved subunit of the mitochondrial pyruvate carrier; a mitochondrial inner membrane complex comprised of Fmp37p/Mpc1p and either Mpc2p or Fmp43p/Mpc3p mediates mitochondrial pyruvate uptake; more highly expressed in glucose-containing minimal medium than in lactate-containing medium; MPC2 has a paralog, FMP43, that arose from the whole genome duplication
YHR163W	8	SOL3	423724	424473	W	6-phosphogluconolactonase; catalyzes the second step of the pentose phosphate pathway; weak multicopy suppressor of los1-1 mutation; homologous to Sol2p and Sol1p; SOL3 has a paralog, SOL4, that arose from the whole genome duplication
YHR164C	8	DNA2	429178	424610	C	Tripartite DNA replication factor; has single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair and processing of meiotic DNA double strand breaks; required for normal life span; component of telomeric chromatin, with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress
YHR165W-A	8		436647	436958	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR165C	8	PRP8	436948	429707	C	Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigmentosa
YHR166C	8	CDC23	439050	437170	C	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition
YHR167W	8	THP2	439342	440127	W	Subunit of the THO and TREX complexes; THO connects transcription elongation and mitotic recombination, and TREX is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance
YHR168W	8	MTG2	440377	441933	W	Putative GTPase, member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation, possibly via a role in ribosome assembly
YHR169W	8	DBP8	442181	443476	W	ATPase, putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p
YHR170W	8	NMD3	443828	445384	W	Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex
YHR171W	8	ATG7	445713	447605	W	Autophagy-related protein and dual specificity member of the E1 family of ubiquitin-activating enzymes; mediates the conjugation of Atg12p with Atg5p and Atg8p with phosphatidylethanolamine, required steps in autophagosome formation
YHR172W	8	SPC97	448335	450806	W	Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque
YHR173C	8		451153	450815	C	Protein of unknown function; expressed at both mRNA and protein levels
YHR174W	8	ENO2	451327	452640	W	Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication
YHR175W	8	CTR2	452872	453441	W	Putative low-affinity copper transporter of the vacuolar membrane; mutation confers resistance to toxic copper concentrations, while overexpression confers resistance to copper starvation
YHR175W-A	8		453558	453707	W	Putative protein of unknown function; identified by fungal homology and RT-PCR
YHR176W	8	FMO1	454229	455527	W	Flavin-containing monooxygenase, localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins
YHR177W	8		456591	457952	W	Putative protein of unknown function; overexpression causes a cell cycle delay or arrest
YHR178W	8	STB5	459299	461530	W	Transcription factor, involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro
YHR179W	8	OYE2	462502	463704	W	Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); responsible for geraniol reduction into citronellol during fermentation; homologous to Oye3p with different ligand binding and catalytic properties; may be involved in sterol metabolism, oxidative stress response, and programmed cell death; protein abundance increases in response to DNA replication stress
YHR180W	8		465178	465669	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR180W-A	8		466932	467114	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps dubious ORF YHR180C-B and long terminal repeat YHRCsigma3
YHR180C-B	8		467062	466958	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YHR180W-A
YHR181W	8	SVP26	467228	467914	W	Integral membrane protein of the early Golgi apparatus and endoplasmic reticulum, involved in COP II vesicle transport; may also function to promote retention of proteins in the early Golgi compartment
YHR182W	8		468219	470576	W	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress
YHR183W	8	GND1	470960	472429	W	6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone and adaptation to oxidative stress; GND1 has a paralog, GND2, that arose from the whole genome duplication
YHR182C-A	8		471412	470939	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR184W	8	SSP1	472744	474459	W	Protein involved in the control of meiotic nuclear division and coordination of meiosis with spore formation; transcription is induced midway through meiosis
YHR185C	8	PFS1	475340	474627	C	Sporulation protein required for prospore membrane formation at selected spindle poles, ensures functionality of all four spindle pole bodies during meiosis II; not required for meiotic recombination or meiotic chromosome segregation
YHR186C	8	KOG1	480672	475999	C	Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors
YHR187W	8	IKI1	480990	481919	W	Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; iki1 mutations confer resistance to the K. lactis toxin zymocin
YHR188C	8	GPI16	483837	482005	C	Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Tp homolog
YHR189W	8	PTH1	484028	484600	W	One of two (see also PTH2) mitochondrially-localized peptidyl-tRNA hydrolases; dispensable for respiratory growth on rich medium, but required for respiratory growth on minimal medium
YHR190W	8	ERG9	484845	486179	W	Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway
YHR191C	8	CTF8	486631	486230	C	Subunit of a complex with Ctf18p that shares some subunits with Replication Factor C and is required for sister chromatid cohesion
YHR192W	8	LNP1	486826	487662	W	Lunapark family member involved in ER network formation; localizes to ER junctions and this localization is regulated by the yeast atlastin ortholog Sey1p; interacts with the reticulon protein Rtn1p; induced in response to the DNA-damaging agent MMS
YHR193C	8	EGD2	488236	487712	C	Alpha subunit of the heteromeric nascent polypeptide-associated complex (NAC) involved in protein sorting and translocation, associated with cytoplasmic ribosomes
YHR194W	8	MDM31	488657	490396	W	Mitochondrial protein that may have a role in phospholipid metabolism; inner membrane protein with similarity to Mdm32p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MMM2, MDM10, MDM12, and MDM34
YHR193C-A	8		489027	488653	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31
YHR195W	8	NVJ1	490747	491712	W	Nuclear envelope protein, anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)
YHR196W	8	UTP9	491931	493658	W	Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
YHR197W	8	RIX1	493896	496187	W	Component of the Rix1 complex and possibly pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene
YHR198C	8	AIM18	497280	496315	C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss
YHR199C	8	AIM46	498422	497490	C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss
YHR199C-A	8	NBL1	498859	498571	C	Subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), which regulates mitotic chromosome segregation; not required for the kinase activity of the complex; mediates the interaction of Sli15p and Bir1p
YHR200W	8	RPN10	499079	499885	W	Non-ATPase base subunit of the 19S regulatory particle (RP) of the 26S proteasome; N-terminus plays a role in maintaining the structural integrity of the RP; binds selectively to polyubiquitin chains; homolog of the mammalian S5a protein
YHR201C	8	PPX1	501143	499950	C	Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix
YHR202W	8		502388	504196	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole, while HA-tagged protein is found in the soluble fraction, suggesting cytoplasmic localization
YHR203C	8	RPS4B	505530	504476	C	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication
YHR204W	8	MNL1	506319	508709	W	Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; in complex with Pdi1p, generates a Man7GlcNac2 oligosaccharide signal on glycoproteins destined for ubiquitin-proteasome degradation
YHR205W	8	SCH9	509363	511837	W	AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan
YHR206W	8	SKN7	512732	514600	W	Nuclear response regulator and transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; part of a branched two-component signaling system; required for optimal induction of heat-shock genes in response to oxidative stress; involved in osmoregulation; relocalizes to the cytosol in response to hypoxia; SKN7 has a paralog, HMS2, that arose from the whole genome duplication
YHR207C	8	SET5	516485	514905	C	Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus
YHR208W	8	BAT1	517532	518713	W	Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication
YHR209W	8	CRG1	519437	520312	W	S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin
YHR210C	8		521737	520712	C	Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions
YHR211W	8	FLO5	525392	528619	W	Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; FLO5 has a paralog, FLO1, that arose from a segmental duplication
YHR212C	8		538094	537759	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YHR212C has a paralog, YAR060C, that arose from a segmental duplication
YHR212W-A	8		538742	538945	W	Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YHR212W-A has a paralog, YAR061W, that arose from a segmental duplication
YHR213W	8		539151	539747	W	Pseudogenic fragment with similarity to flocculins; YHR213W has a paralog, YAR062W, that arose from a segmental duplication
YHR213W-A	8		540549	540782	W	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YHR213W-B	8		540800	541099	W	Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YHR213W-B has a paralog, YAR064W, that arose from a segmental duplication
YHR214W	8		541651	542262	W	Putative protein of unknown function; predicted to be a glycosylphosphatidylinositol-modified (GPI) protein; YHR214W has a paralog, YAR066W, that arose from a segmental duplication
YHR214W-A	8		543008	543493	W	Dubious open reading frame; induced by zinc deficiency; YHR214W-A has a paralog, YAR068W, that arose from a segmental duplication
YHR214C-D	8		550941	550648	C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YHR214C-D has a paralog, YAR069C, that arose from a segmental duplication
YHR214C-E	8		551499	551200	C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YHR215W	8	PHO12	552099	553502	W	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog, PHO11, that arose from a segmental duplication
YHR216W	8	IMD2	554396	555967	W	Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation; IMD2 has a paralog, YAR073W/YAR075W, that arose from a segmental duplication
YHR217C	8		557042	556581	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; located in the telomeric region TEL08R
YHR218W	8		558014	559924	W	Helicase-like protein encoded within the telomeric Y' element
YHR218W-A	8		559932	560249	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR219W	8		560173	562047	W	Putative protein of unknown function with similarity to helicases; located in the telomere region on the right arm of chromosome VIII
YHR219C-A	8		561681	561199	C	Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YIL177W-A	9		846	1328	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YIL177C
YIL177C	9		6147	483	C	Putative Y' element ATP-dependent helicase
YIL176C	9	PAU14	9155	8793	C	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau1p
YIL173W	9	VTH1	11492	16141	W	Putative membrane glycoprotein with strong similarity to Vth2p and Pep1p/Vps10p, may be involved in vacuolar protein sorting
YIL171W-A	9		18260	18712	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL172C	9	IMA3	18553	16784	C	Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima3p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA4
YIL169C	9		26106	23119	C	Putative protein of unknown function; serine/threonine rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; YIL169C is a non-essential gene
YIL166C	9		32566	30938	C	Putative protein with similarity to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; YIL166C is a non-essential gene
YIL165C	9		34077	33718	C	Putative protein of unknown function; mutant exhibits mitophagy defects; in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF, YIL164C, likely constitute a single ORF encoding a nitrilase gene
YIL164C	9	NIT1	34686	34087	C	Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF, YIL165C, likely constitute a single ORF encoding a nitrilase gene
YIL163C	9		37252	36899	C	Protein of unknown function; mRNA identified as translated by ribosome profiling data
YIL162W	9	SUC2	37385	38983	W	Invertase; sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively
YIL161W	9		39433	40140	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene
YIL160C	9	POT1	41444	40191	C	3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids
YIL159W	9	BNR1	41825	45952	W	Formin; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNI1
YIL158W	9	AIM20	46201	46815	W	Putative protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog, SKG1, that arose from the whole genome duplication
YIL156W-A	9		47292	47693	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL157C	9	COA1	47542	46949	C	Mitochondrial inner membrane protein required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly
YIL156W-B	9		47690	47973	W	Putative protein of unknown function, originally identified based on homology to <i>Ashbya gossypii</i> and other related yeasts
YIL156W	9	UBP7	48091	51306	W	Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication
YIL155C	9	GUT2	53708	51759	C	Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner
YIL154C	9	IMP2'	55021	53981	C	Transcriptional activator involved in maintenance of ion homeostasis and protection against DNA damage caused by bleomycin and other oxidants, contains a C-terminal leucine-rich repeat
YIL153W	9	RRD1	55198	56379	W	Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress
YIL152W	9		56545	57252	W	Putative protein of unknown function
YIL151C	9	ESL1	60694	57338	C	Protein of unknown function; predicted to contain a PINc domain; ESL1 has a paralog, ESL2, that arose from the whole genome duplication
YIL150C	9	MCM10	62728	61013	C	Essential chromatin-associated protein; involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins; required to stabilize the catalytic subunit of DNA polymerase-alpha
YIL149C	9	MLP2	68067	63028	C	Myosin-like protein associated with the nuclear envelope; connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication
YIL148W	9	RPL40A	68708	69528	W	Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress
YIL147C	9	SLN1	73453	69791	C	Histidine kinase osmosensor that regulates a MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators
YIL146C	9	ATG32	75773	74184	C	Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane
YIL145C	9	PAN6	77283	76354	C	Pantothenate synthase, also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC
YIL144W	9	TID3	78074	80149	W	Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, kinetochore assembly and clustering
YIL143C	9	SSL2	83041	80510	C	Component of RNA polymerase transcription factor TFIIH holoenzyme; has DNA-dependent ATPase/helicase activity and is required, with Rad3p, for unwinding promoter DNA; interacts functionally with TFIIB and has roles in transcription start site selection and in gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to the cytosol in response to hypoxia; homolog of human ERCC3
YIL142W	9	CCT2	83302	84885	W	Subunit beta of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo
YIL142C-A	9		83540	83208	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL141W	9		85053	85442	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL140W	9	AXL2	85366	87837	W	Integral plasma membrane protein required for axial budding in haploid cells, localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate
YIL139C	9	REV7	88716	87979	C	Accessory subunit of DNA polymerase zeta, involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair
YIL138C	9	TPM2	89715	89230	C	Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication
YIL137C	9	TMA108	92788	89948	C	Protein that associates with ribosomes and is involved in ribosome biogenesis; putative metalloprotease
YIL136W	9	OM45	93619	94800	W	Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane, located on the outer (cytosolic) face; protein abundance increases in response to DNA replication stress
YIL135C	9	VHS2	96375	95065	C	Cytoplasmic protein of unknown function; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression; VHS2 has a paralog, MLF3, that arose from the whole genome duplication
YIL134C-A	9		96725	96522	C	Putative protein of unknown function; identified by fungal homology and RT-PCR
YIL134W	9	FLX1	97395	98330	W	Protein required for transport of flavin adenine dinucleotide (FAD), a synthesis product of riboflavin, across the mitochondrial membrane
YIL133C	9	RPL16A	99416	98527	C	Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
YIL132C	9	CSM2	100501	99860	C	Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function; structural analysis reveals a similar DNA-binding region in both Psy3p and Csm2p and that both regions work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis
YIL131C	9	FKH1	102235	100781	C	Forkhead family transcription factor; minor role in expression of G2/M phase genes; negatively regulates transcription elongation; positive role in chromatin silencing at HML, HMR; binds to recombination enhancer near HML, regulates donor preference during mating-type switching by positioning HML near MAT; relocalizes to cytosol in response to hypoxia; FKH1 has a paralog, FKH2, that arose from the whole genome duplication
YIL130W	9	ASG1	102782	105676	W	Zinc cluster protein proposed to function as a transcriptional regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance
YIL129C	9	TAO3	113237	106107	C	Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p
YIL128W	9	MET18	113806	116904	W	Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19
YIL127C	9	RRT14	117644	117024	C	Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis
YIL126W	9	STH1	117992	122071	W	ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; essential helicase-related protein homologous to Snf2p
YIL125W	9	KGD1	122689	125733	W	Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA
YIL124W	9	AYR1	126204	127097	W	NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase found in lipid particles, ER, and mitochondrial outer membrane; involved in phosphatidic acid biosynthesis; required for spore germination; capable of metabolizing steroid hormones
YIL123W	9	SIM1	128151	129581	W	Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog, SUN4, that arose from the whole genome duplication
YIL122W	9	POG1	130610	131665	W	Nuclear chromatin-associated protein of unknown function; overexpression promotes recovery from pheromone induced arrest and suppresses the stress sensitivity caused by a mutation in the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; potential Cdc28p substrate; SBF regulated
YIL121W	9	QDR2	132244	133872	W	Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; exports copper; has broad substrate specificity and can transport many mono- and divalent cations; transports a variety of drugs and is required for resistance to quinidine, barban, cisplatin, and bleomycin; contributes to potassium homeostasis; expression is regulated by copper
YIL120W	9	QDR1	134417	136108	W	Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for resistance to quinidine, ketoconazole, fluconazole, and barban; QDR1 has a paralog, AQR1, that arose from the whole genome duplication
YIL119C	9	RPI1	137877	136654	C	Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF
YIL118W	9	RHO3	139752	140447	W	Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
YIL117C	9	PRM5	141569	140613	C	Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog, YNL058C, that arose from the whole genome duplication
YIL116W	9	HIS5	142928	144085	W	Histidinol-phosphate aminotransferase, catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts
YIL115W-A	9		144268	144639	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NUP159/YIL115C
YIL115C	9	NUP159	148709	144327	C	FG-nucleoporin component of central core of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)
YIL114C	9	POR2	149988	149143	C	Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication
